group_id,qc_label,conversation_id,is_high,active_days_14d,n_edits,acct_age_hours,age_tier,mahal_to_anchor,reply_words,reply_lag_hours,question,reply,n_links,has_action_steps,has_alt_pathway,has_resource_nav,has_resource_annotation,has_mentee_reference,has_greeting,has_followup_invite,answers_question,has_discouragement,has_direct_answer
3,qc_1,651,1,3,2.0,9.4,0,2.87,15,0.2,How do i create a citation?,Hi . Take a look at [HELP_PAGE] and let me know if you get stuck.,1,N,N,N,N,N,Y,Y,Y,N,N
3,qc_1,24348,0,0,0.0,0.0,0,0.15,92,0.2,"Hello, how do I create a citation?","Iprice2987 Hello and welcome!
If you are using the [POLICY], click the button at the top of the edit window to add a citation. You can insert the URL of the citation on the ""Automatic"" tab or manually format the source on the ""Manual"" tab (to insert information like the source title, authors, etc.). [HELP_PAGE] may help.
If you are editing the [POLICY], click on at the top of the edit window, then on . Select the source type (webpage, book...) and fill in information about the source. [HELP_PAGE] explains this better.",1,Y,N,Y,N,N,Y,N,Y,N,Y
3,qc_1,30266,0,0,0.0,0.1,0,0.15,7,88.4,How do I create a citation?,[POLICY] is a great guide for this.,1,N,N,N,N,N,N,N,Y,N,N
3,qc_1,28887,0,0,0.0,0.1,0,0.3,42,101.1,How do I create citations,"@: Welcome to Wikipedia! The most basic reference code looks like [LINK] but you might want to use citation templates like [POLICY]. Take a look at [POLICY] for the citation guideline. I recommend you start with the [POLICY], which includes referencing. —",3,N,N,N,Y,N,Y,N,Y,N,N
3,qc_1,13851,0,0,1.0,0.1,0,2.73,23,0.7,How do I create a citation,@: Hey there! Take a look at [POLICY]—it's a good overview of our citation systems for beginners. Let me know if that helps!,1,N,N,N,Y,N,Y,Y,Y,N,N
4,qc_24,32248,1,7,0.0,0.6,0,0.0,12,1.6,How to make a draft?,"Hi @.
To create a draft, go to [POLICY] while logged in.",1,Y,N,N,N,N,Y,N,Y,N,Y
4,qc_24,1540,1,7,0.0,1.1,0,0.79,82,2.1,"Hi Iffy,
Thank you for offering help.
I have collated information for a wikipedia article, but have issues in finding the draft that I was working on. Would you be able to shed some light on this?
Thanking you, Chandi","Hello! You can find your previous edits on the contributions page, this can be found by clicking the user menu on the top right and pressing ""Contributions"". I only see one edit from you at , your edit asking this question, so I do not know what draft you are referring to. You could start again from scratch, or you could try using Wikipedia's built in search engine to try and locate the page, [HELP_PAGE] details how the searching on Wikipedia works.",0,Y,N,Y,N,Y,Y,N,Y,N,Y
4,qc_24,18042,0,0,0.0,0.2,0,0.3,32,3.2,Hi how do I submit a draft,Hi there! You can submit your draft at Wikipedia's [POLICY]! You can also learn more about the drafting process through the [LINK]. Cheers and good luck with the acceptance of your draft!,2,N,N,N,Y,N,Y,N,Y,N,N
4,qc_24,32736,0,0,0.0,1.6,0,0.54,12,48.7,Hello. How do I start a Draft page please? Is it best to go here: [LINK] - or can I do it from this page?,"It's made, are you trying to make a page about your organisation/company?",0,N,N,N,N,N,N,N,N,N,N
4,qc_24,7556,0,0,0.0,2.9,0,1.03,21,13.2,"Hey, can you please let me know how can i submit my draft?","Laibadotawais its at the top of your draft, in white letters, with blue background, saying ""submit the draft for review"". —usernamekiran",0,Y,N,Y,N,N,N,N,Y,N,Y
4,qc_24,4600,0,0,0.0,2.7,0,0.84,31,6.3,I've published a draft but don't see a submit for review button,"Thechosenone53 If you mean [DRAFT], it seems you found how to submit it for review, as it is currently waiting to be reviewed. If you mean something else, let me know.",1,N,N,N,N,Y,N,Y,Y,N,Y
5,qc_24,14884,1,3,0.0,20.7,0,0.0,66,3.2,Hi I am new to this platform and need help please. We have an agency who helped us with a draft BOLP for our client Tsitsi Masiyiwa which has been declined numerous times. We would like to take over managing this draft. Should we continue with the draft or create a new draft? Here is the link to the draft [LINK],"@: It appears that you are writing an article about someone in exchange for compensation, as you referred to the subject of the draft as a ""client"". This is considered a [POLICY] and [POLICY], both of which need to be declared on your user page. I did a quick Google search for the subject, but couldn't find any reliable sources to establish [POLICY]. (, , )",2,N,N,N,Y,Y,N,N,N,N,N
5,qc_24,36850,1,3,0.0,3.6,0,0.95,5,0.0,"Hi,
How to expedite the acceptance of my first draft?","This is the link:
[LINK]",1,N,N,N,N,N,N,N,Y,N,N
5,qc_24,3524,0,0,0.0,0.2,0,0.83,87,110.8,where to find draft space?,"Hi ! Welcome to Wikipedia! Information on the draft space is easily accessible by vising Wikipedia's article on [POLICY]. It should answer your questions and assist you with anything that you need. If you're trying to [POLICY], the best tutorial and information page to look at is located [POLICY]. It'll explain how to create a draft and [HELP_PAGE] with building a new article. Please let me know if I can answer any more questions for you, and I'll be more than happy to do so. :-) Best",3,N,N,N,Y,N,Y,N,Y,N,N
5,qc_24,14200,0,0,0.0,-1.0,0,1.08,69,8.4,"Hi,
How to expedite the acceptance of my first draft?
This is the link:
[LINK]","Observer.physio Good day. Please note that all new page reviewers are volunteers who review articles in their own time and based on their interests. There are currently about ten thousand new articles in the backlog. Therefore, it might take a day or two, or even up to three months, for an article to be reviewed. Kindly remain patient in the meantime, and thank you for your contribution. Stay safe.",0,N,N,N,N,N,Y,N,Y,Y,N
5,qc_24,11215,0,0,0.0,-1.0,0,1.15,81,7.7,How do I create a draft article?,"@ See [POLICY] and Welcome! Creating a new article from scratch is extremely challenging, and new editors are strongly recommended to spend a few months learning how Wikipedia works, by making improvements to some of our existing seven million articles before trying it. When you do decide to have a go at a new article, you are highly encouraged to read [POLICY]. If you haven't already also check out [POLICY]; it's a lot of fun! Happy editing! ~ (he/him • )",1,N,N,N,N,N,N,N,Y,Y,N
5,qc_24,20162,0,0,0.0,0.6,0,1.25,44,2.0,The article is in draft. Please guide me how to publish it from draft?,"Hi , I assume you're referring to [DRAFT]? This can't be published as an article. Wikipedia articles must have a [POLICY] and be based on [POLICY]. I'll leave a note on your talk page with some more information about how Wikipedia works. — ezlev",3,N,N,N,Y,Y,Y,N,Y,Y,N
6,qc_24,5793,1,3,0.0,0.1,0,0.0,72,5.5,"Hi Cullen. I want to use the Draft function in the following way. Rather than produce a draft from scratch, I want the draft's starting point to be an existing article, such as the Ethics article. Can that be done?","Hello, ForeverBetter. That is not the purpose of draft space, which is to draft new articles. You can use your personal sandbox space to draft new content for existing articles. As for [WIKILINK], it is not a good idea in almost all cases to do a dramatic rewrite of an article that many editors have contributed to over 24 years. Perhaps you should describe your plans for the article at [WIKILINK] first.",1,N,N,N,N,N,Y,N,Y,N,Y
6,qc_24,8312,1,8,0.0,0.5,0,2.45,35,0.6,"Hi, I'm in the process of drafting an article with other students. Is there anyways for them to have access to the draft I have created to edit alongside me?
Thank you for your help,","Hello! Draft articles should be public - pretty much everything on Wikipedia is. If you create an article in Draft space, they will be able to access it via the same link you do. —",0,N,N,N,N,N,Y,N,Y,N,Y
6,qc_24,552,0,0,0.0,0.1,0,2.45,99,49.8,Hi. I have a submissions i would like to make. I drafted it and coded it. Where do I send it?,"Hi Mehecht, welcome, and how are you? The best place i can point you is to [POLICY], a page with lots of helpful information which i suggest you read; i'd also recommend that you follow the advice (since this is your first article) and submit it as a draft for review. Is this helpful? I hope so; if not, of course, you are absolutely free to come back here, to my talk page, and ask again or for more information. Again, welcome, i hope you have a good article which is published, and i hope you stick around ~",1,N,N,N,N,N,Y,Y,Y,N,N
6,qc_24,30551,0,0,0.0,0.2,0,1.56,59,7.8,"Hi, thanks for reaching out. I would love to know where to find the recently edited pages and the draft pages. I would love to start from there","Hello @. Are you looking for pages that you have recently edited, or all pages that have been edited around the world? There is a list of recent changes at this page: , and a list of drafts at this page: . Note that a lot of the ""drafts"" are left over from pages that have since been published.",2,N,N,N,Y,N,Y,N,N,N,N
6,qc_24,11519,0,0,0.0,14.9,0,2.51,8,0.5,"Greetings! I hope my message finds you well. I have attempted to submit my first draft about someone. However I can not find the submission nor any notifications.
Could you please help with locating the old draft as I wish to edit and add pictures too ?","Sorry, I don't see anything on this account.",0,N,N,N,N,N,N,N,N,N,N
6,qc_24,26088,0,0,0.0,1.8,0,2.38,18,2.7,"how do I add text and some words in this page and make it public, not draft?","Hey , and welcome to Wikipedia! I'm not sure what you mean, can you clarify further please? {}",0,N,N,N,N,N,Y,N,N,N,N
7,qc_22,23139,1,3,0.0,0.0,0,0.0,75,6.2,"Hello, I'm somya, I want to publish an article on type foundry","@, Welcome! Creating a new article from scratch is extremely challenging, and new editors are strongly recommended to spend a few months learning how Wikipedia works, by making improvements to some of our existing seven million articles before trying it. When you do decide to have a go at a new article, you are highly encouraged to read [POLICY]. If you haven't already also check out [POLICY]; it's a lot of fun! Happy editing! —",0,N,N,N,N,N,Y,N,Y,Y,N
7,qc_22,31541,1,4,0.0,0.8,0,0.83,13,39.9,"Hi there,
I wanted to create a wikipedia for an article that doesn't yet exist. It linked me to my sandbox. Is this where you create the articles found on wikipedia or just about myself?
kind regards,","Your sandbox is used for making articles, and for knowing how editing works.",0,N,N,N,N,N,N,N,Y,N,Y
7,qc_22,41063,0,0,0.0,23.1,0,1.25,65,0.0,"I don't know how to start the article. I just make a short article in my sandbox, but the article can just be read by me. How to create a new article that can be read by public?","If I edited something and it turns out I am wrong , Will I get banned automatically?
No, you won't get blocked (banned) automatically. You can get blocked for many things: [POLICY], [POLICY], [POLICY], [POLICY], adding factual errors/hoaxes, etc. and the duration of your block could vary too. If you're unsure about adding/removing/changing something, feel free to ask me or at the [POLICY]. Happy editing.",4,N,N,N,Y,N,N,N,N,N,N
7,qc_22,14837,0,0,0.0,2.9,0,0.88,13,0.9,I cabt find mive button in my sajdbox to publidh an article,"@ Add a to the top of your sandbox. -- (, , )",0,Y,N,N,N,N,N,N,N,N,N
7,qc_22,36006,0,0,0.0,14.6,0,0.81,63,0.3,"I am practicing in my sandbox visual editor and I can't seem to save without publishing. if I close out and go back it recovers ""Unsaved Changes"" but I have no idea how to save my changes without publishing. Everything is saying there should be a ""Save changes"" button somewhere but the only thing I see is a ""Publish button""","On Wikipedia, 'save changes' means 'publish'. Sandboxes are never indexed by search engines and it is unlikely anyone will look at a personal one unless they have a reason to. Therefore, it's ok to put [POLICY] there. If you really want to write things and save them without publishing them to Wikipedia, you can write in a word processor and copy/paste it later.",1,Y,N,N,N,N,N,N,Y,N,Y
7,qc_22,20169,0,0,0.0,0.6,0,0.84,30,10.1,"Dear Ezlev,
thank you in advance for your precious time. I would like to create an entry about a person. Do I start writing in my sandbox or should I do something else?",", your sandbox will work, but I recommend using the [POLICY] to create your first article in the [POLICY]. Let me know if you have any other questions! — ezlev",2,N,N,N,N,N,N,Y,Y,N,N
8,qc_22,148,1,3,1.0,0.3,0,0.0,40,55.1,"When I click on a red link it takes me to a page where I have 3 choices,
Sandbox,
I don't remember,
and Edit Wizard.
But none of them is for making/editing a page!",@ Sorry for the delayed response as I'm not really sure how to help! Does this happen on any red link? Can you try again and tell me what the second choice is called? ' ([POLICY] · · · [WIKILINK]),2,N,N,N,N,N,N,Y,N,N,N
8,qc_22,11605,1,3,0.0,2.0,0,2.7,6,1.4,How to transfer article from sand box to mainplace,You're better off using [POLICY]. /,1,N,N,N,N,N,N,N,Y,N,N
8,qc_22,6143,0,0,0.0,0.7,0,1.51,50,9.1,How do I move my page from sandbox. I don't see the move button link,"Your account needs the [POLICY] before you can move pages.
You can also request a move, or submit an article for creation request.
Before you try to move a page into main space it is worth ensuring that it is appropriate for Wikipedia, or it may be deleted rapidly. :",1,N,N,N,N,N,N,N,Y,N,Y
8,qc_22,30525,0,0,0.0,0.6,0,2.14,146,0.3,"I created a page for Pioneer Bank in the sandbox. I would like to make it live, please let me know how I can accomplish that.","Hello PioneerBank,
Since it seems to be the case that you have a [POLICY] in regards to the subject of this page, I have added an ""[POLICY]"" template to the top of the page so that you might have it reviewed by another editor before publication. It is unlikely to be accepted in this state, though, as many if not all of the references used are not [POLICY] of the subject, and much of the information about branch locations and operating hours are considered to be out of the scope of Wikipedia and will likely be deleted or ignored. I advise reviewing our guidelines on what makes a [POLICY] and find information from said reliable sources that discuss Pioneer Bank.
Also, you will have to change your username, since it implies that you are not editing as one person, but on behalf of the entire bank.",2,N,N,N,Y,Y,Y,N,Y,Y,N
8,qc_22,13614,0,0,2.0,1.3,0,0.91,19,130.2,Hi. I submitted a page to my sandbox to be published and it's gone. What do I do?,"Amber20201 Sorry for the late response – it looks like is still there, am I missing something here? '",0,N,N,N,N,Y,N,N,N,N,N
8,qc_22,40971,0,0,0.0,0.0,0,2.59,82,0.0,"How do I create a citation? Also, can I use my personal sandbox for personal and practice purposes because it is not an article? Thank you and looking forward to hearing from you soon.","Hi Tollens, I have a doubt regarding Wikepedia adventure section. I was going through my first section and suddenly after my profile have created, the adventure tracking was gone. Can you please help me with how can I complete the same. Thanks.
Hi ! It looks like you should be able to use the links on to continue where you left off. It looks to me like you will be in the right place if you click the ""Mission 2"" button there.",0,N,N,N,N,N,Y,N,N,N,N
9,qc_22,532,1,3,0.0,1657.9,2,0.0,180,1.6,"Howdy! I'm trying to access a published article in my sandbox. Could you tell me how to do that?
Thank you for your help!","Hello HMCL TAMU, and welcome to you! I hope you enjoy it here in our community. I'm not certain i understand your query: Have you already created an article in your sandbox? If you, you just need to follow the link to your sandbox, which should be this: , and find the article there. Hmm, i've just taken a look there and your sandbox is empty; in fact, if i look at your contributions, the only time you have edited is to ask the question here. I suspect that you may be asking about a new article? If that's the case, the advice i gave DawnBlackSNP in the section immediately above this should help. I'll copy it here: The best links i can give you are these two, where you will find advice (in the first one) and a link to actually creating an article in your own testing area (the second one): [HELP_PAGE] contains lots of guidance; [POLICY] has a simple button to click and take you to where you can start an article. I hope this helps ~",1,Y,N,N,N,Y,Y,Y,Y,N,Y
9,qc_22,25617,1,3,0.0,1535.2,2,0.79,120,5.4,"Hello mentor! I'm new to Wikipedia and started creating a page in my sandbox titled, ""Paligenosis."" But now my sandbox appears completely empty, like what I had there was somehow deleted. That may have been the case, but if there is a history or something I can check whereby it may be recovered, please let me know. Thanks!","Not Asilvering, but it doesn't look as if you successfully saved your edit to your sandbox, RobLawrencium? I'm not seeing anything that was deleted.
Hard luck, @. It sounds like you didn't save your work. You have to hit the ""publish"" button to do so. There's no way for anyone to recover it for you, and unlike comments you make using Discussion Tools (ie, the editor that opens when you hit ""reply"" on a talk page comment), I don't think browsers cache unfinished article/sandbox edits. But just in case, if you're the sort of person who opens way too many browser tabs, make sure you haven't got it open in a forgotten tab somewhere before giving up and starting again.",0,Y,N,N,N,Y,Y,N,Y,N,Y
9,qc_22,8234,0,0,0.0,357.8,2,0.34,93,0.1,"Hello,
I had a good deal of content in my Sandbox. It appears to have been deleted. Is there a way to recover?","Hi @ - pretty much everything on Wikipedia is saved, so we should be able to get it back one way or another. However, I only see one edit for you, so I assume this is material you added as an IP. Did you add it to [POLICY]? That's an open space where anyone can edit, and it does periodically get cleaned out. However, if you know or remember what IP address you edited under, you could go through that page's history ([LINK]) and find your contributions. Happy to help if you'd like.",1,N,N,N,N,Y,Y,N,Y,N,Y
9,qc_22,20383,0,0,0.0,524.9,2,1.13,22,33.4,"Hi and thanks!
I'm totally new to this - I used to have another account that I used to edit existing articles, but this is the first time I have ever tried to add new pages to Wikipedia...
And apparently, I don't know what I am doing...
I started something in my sandbox for a big West Texas business called Betenbough Homes, but when I went to publish it, it published with my sandbox name rather than with ""Betenbough Homes.""
How do you publish a page from the sandbox correctly?
Plus whatever other advice you have would be amazing!!!
Thanks again!
Ben",[POLICY] is a great place to start for that :) I can give more advice on the page once you've made it.,1,N,N,N,N,N,N,Y,Y,N,N
9,qc_22,14427,0,0,0.0,393.5,2,1.61,42,1.0,"Hello, I wrote an article about the goberment of the kingdom of Bir Tawil in my sand box and know I don't find it. Do you know what had happened?
Thanks for reading the doubt.
Gonzalo2025","Go to your sandbox. Click on ""view history"" at the top of the page. See if it was reverted for some reason. Are you sure it was your own sandbox? When I look for your sandbox it tells me it doesn't exist.",0,Y,N,N,N,Y,N,N,Y,N,Y
9,qc_22,35533,0,0,0.0,481.0,2,1.16,75,1.6,"Hi Bookku,
I've created a new page for my business named 'Sintela'. After creating it in the sandbox I moved it over to my main page and published it. However I cannot see it online. Has it gone for review and if so how long does this process normally take before it appears online?
Kind regards, David","@ First of all, you really need to change your username before you get blocked for having a company name as your username (it may imply you are sharing your account; this has happened in the past). Secondly, your ""main page"" that you're referring to is actually your userpage, and not articlespace. Just as well, as there are image copyright and neutrality issues. I moved the sandbox to draftspace, and had the userpage speedily deleted.",0,N,N,N,N,Y,N,N,Y,N,Y
