cluster,pair_rank,pair_id,role,retention,outcome,cid,mentee_dist,emb_cosine_sim,question_text,reply_text,question_words,reply_words,mentee_name,mentor_name
1,1,c1_p1,A,high,1,16344,0.0,0.5547,"hi
I am confused. I want to create a page about someone else and something else not me. This person nor their philosophy or work are in Wiki...How do I create the Title of the page and then how do i upload the document i have created? I used the format of Wikipedia to create the doc
Can you tell me also if there is a limit on the number of words? Thank you in advance fro your help.","Hi Dpatrick100. Wikipedia has its own standards on what is considered [POLICY] enough for inclusion. Generally, that is there [POLICY] (like a newspaper) that cover the subject [POLICY]. A guide for creating your first article can be found [POLICY].",79,38,Dpatrick100,Clovermoss
1,1,c1_p1,B,low,0,1062,0.0,0.5547,"Hello,
I was curious about the ability to create a new Wikipedia page for something I have direct knowledge on, but hasn't been made yet. Should I simply wait for someone else to make the page based on publicly available info, or should I make the page myself? It is for my nonprofit arts newspaper that's statewide in Ohio. You can see that it exists and has existed for one year now on the website (I can provide a link, not sure if it's allowed to share over this message.)
Thank you.","Any article on Wikipedia needs to meet the inclusion criteria which is generally referred to as ""[POLICY]"". This means that independent [POLICY] have written about the topic with some depth. As you are affiliated with the subject, you should also be aware of Wikipedia's [POLICY]. If you doi want to try to create an article, you would need to submit it as a [POLICY] for review through the [POLICY] process.",92,70,Jayapollopress,Whpq
1,2,c1_p2,A,high,1,21785,0.1516,0.6083,how do i create citation and start editing in wikipedia through my page?,"Aka Tenzin Tseyang Welcome to Wikipedia. I've left you a message on your talk page with a bunch of links. I'd recommend that you start and finish [POLICY]. It would help you to understanding how to edit here, including adding citations. Happy editing!",13,40,Aka Tenzin Tseyang,MPGuy2824
1,2,c1_p2,B,low,0,15966,0.1516,0.6083,Hi mentor! There's an artist I really like who i want to make a Wikipedia article about. How do I go about that?,"Hello there!
You can begin by creating a draft at the [POLICY].
Once you create the draft and are ready to submit it for review, you should be able to click a button on the header applied to drafts that will say ""submit for review.""
You can also learn about [POLICY] for people in that link.
Good luck and rock on!",23,61,KirbyHunt,94rain
1,3,c1_p3,A,high,1,40896,0.1516,0.5184,How do I format a new wikipedia article?,"Hi @,
Welcome to Wikipedia!
[POLICY] may be a good place for you to start. If you have any other questions, feel free to let me know!
Happy editing, [she/they]",8,30,Bannock Dogz,TheTechie
1,3,c1_p3,B,low,0,32373,0.1516,0.5184,Hey i made an account to make a page on wikipedia for a non-profit in Kyiv i volunteer for. Do you know how i can do that? i cant seem to find a button or page that allows me to make my own article.,Hello and welcome! You can submit a draft using the [POLICY]. Please be sure to check out our [POLICY] and make sure the non-profit is [POLICY]. —,44,26,Jackthesnack123,Ganesha811
1,4,c1_p4,A,high,1,5920,0.2915,0.4999,Hello! I am new to Wikipedia. I would like to add a page for a famous Romanian dissident. His name is Mihai Botez. There is a page for someone of the same name who is a gymnast. But it is a different person. How can I create a new page for someone?,"Hello, BalcicaIoana. The most important thing by far is the quality of the coverage of this person in independent, reliable sources, which need not be in English. If there is an article about him on the Romanian Wikipedia, it can be translated to English. Please read [POLICY]. Please also read [POLICY]. The conflict with the article about another person of the same name can be dealt with easily. Please read [POLICY].",52,70,BalcicaIoana,Cullen328
1,4,c1_p4,B,low,0,4776,0.2915,0.4999,How Do I add My business on wilkipedia?,"@ Wikipedia is [POLICY]. Articles are only written about businesses when they are the subject of coverage by multiple independent reliable sources. In other words, press releases and similar fluff doesn't count.",8,32,Allenjonesinsurancetx,Alyo
2,0,c2_p0,A,high,1,36471,0.0027,0.3927,"Hiya. I have a question on editing, as I'm pretty new to this stuff.
How do I link things? Like when the word ""Molasses"" gets highlighted in blue, and clicking on it brings you to the site for Molasses?","Hi 97.Përçêñt, you can link using [WIKILINK]. (Ping me or leave a message on my [TALK_PAGE])",39,15,97.Përçêñt,Alextejthompson
2,0,c2_p0,B,low,0,37895,0.0027,0.3927,Hi. I just want to edit one article which is why I signed up. It is an article about my husband which is completely out of date and should be corrected and the whole article needs revision.,"Hi, I would suggest starting by reading our [[POLICY]]. You could make comments on the talk page with information that needs editing, but I would not attempt to edit the page yourself as a first project. COI is really tricky to manage.",37,42,Shelley Jennifer,HundredVisionsAndRevisions
2,1,c2_p1,A,high,1,9293,0.1516,0.4322,"Hello! If I am really interested in a singular subject (You'd never guess what by the username, but it's fire), would it be better to start editing articles in that area which I already know about and are interested in, or just do whichever random ones the suggested edit machine wants me to do?","@ Well if you have a particular area in mind and would like to work on it, by all means, start there! [WIKILINK] surely could use more reliable sources. Let me know if you have any questions!",54,37,Phlogiston Enthusiast,CaptainEek
2,1,c2_p1,B,low,0,28526,0.1516,0.4322,"Greetings, SignedInteger.
I hope to start editing soon and I'll appreciate your expertise and insights. Copy editing is one of my skills; I'll begin in the areas of grammar and punctuation (unless you have a better idea).
Question: Is there a preferred footnote/reference style (e.g., Chicago, MLA, etc...)?
Best wishes for the New Year.
- Island Daughter","Hey@! Thanks for reaching out. Copy editing is a fantastic place to start as a new editor. As such, you should probably join this: [POLICY]. (Also see [POLICY] for copy editing tasks.)
As for citation styles, while I do recommend that you see: [POLICY], there really is no preferred style, I'd say. 2-4 good citations is usually good enough for most paragraphs/statements or claims. However, if it requires more than that, then it may be best to combine all the sources into one footnote. (They/Them)",53,84,Island Daughter,SignedInteger
2,2,c2_p2,A,high,1,28368,0.4548,0.3594,How do I do my first edit?,"Ujwala9 You just did it. -- &#x1f339;
How do I do further edits?
I don't know why you are asking, you have clearly made two edits already. -- &#x1f339;",7,28,Ujwala9,Grapefanatic
2,2,c2_p2,B,low,0,21106,0.4548,0.3594,"Hello. How are you doing? Thanks for being my mentor.
If we are talking about proof-checking tasks. How do you find the REAL facts? On official websites?",Hi Schtakelberg if you want to find sources then I suggest you start by reading [POLICY] to find out about what Wikipedia considers a reliable source for fact checking. Also read [POLICY] on how to format references.,27,36,Schtakelberg,Fieryninja
2,3,c2_p3,A,high,1,11776,0.5292,0.4263,"Hey, you got assigned as my mentor, do you know any easy edits I can make to small articles? I keep trying spelling correction edits and the system flags real words as incorrect.","Hi @! Thanks for making those edits, we need people like you to keep the encyclopedia up to standards. See [POLICY] for information on how to search for particular misspellings in need of corrections, and see [WIKILINK] for a list of articles that have been tagged as needing copy editing. If you feel you’ve cleaned up one such article to the point that it is no longer in a state of need, you can remove the banner indicating copy editing issues at the top of the article! Let me know how else I can guide you. ꧁꧂",33,96,DTC003,Zanahary
2,3,c2_p3,B,low,0,23814,0.5292,0.4263,"Hi! Just getting started. My academic training is in American Cultural History, Visual Studies, and Black History/Art/Culture. I taught these subject areas for 30 years. I would be most comfortable ""editing"" in these areas. Is there a formal process for suggesting new topic/pages/entries to be added to the current list of articles? Thanks!","Hello! For such a broad question, there are two possible answers:
If you are looking to suggest new articles to add to the encyclopedia, [POLICY] lays out such a process.
If you are looking to write these new articles, utilize the [POLICY] process (and make sure to see [HELP_PAGE]).
:Please let me know if you were thinking about other processes, but otherwise I hope this helps! ∫",53,66,Drkimn,Mwwv
2,4,c2_p4,A,high,1,40560,0.5848,0.5161,"Okay I'm saying ""hello"" and asking my mentor ""how do I do this""? If you're my mentor and you're listening to or monitoring me, I'm trying to edit an entry or citation about Ground Hog Day. Where and how do I start?","Hi ! If you would like to edit a page, like [WIKILINK], click on the ""Edit"" button on the top of the page, then make your changes and then click ""Publish Changes"". If you want to cite a wikipedia page in a school paper for example, click on ""Tools"" in the upper right of the page then click ""Cite this Page"", you will then be provided with multiple styles to cite the page. If you want to add a citation to a page, [HELP_PAGE] will be of help. If that was not your question please let me know! v/r -",42,98,Bosodeniro,Seawolf35
2,4,c2_p4,B,low,0,21156,0.5848,0.5161,"Hello! I have a question, how do I find articles that need editing efficiently?","Hi ImEdgingRN I'm not really sure what you mean, but you can edit most articles if you think they need work. You can search for topics you are interested in using the search bar or click on a random article.",14,39,ImEdgingRN,Fieryninja
3,0,c3_p0,A,high,1,3840,0.3031,0.4461,How do I create an article introducing a character?,Hi Ninjagofandomorg and welcome to Wikipedia. [POLICY] is information on how to create an article and [POLICY] is information regarding notability of fictional characters.,9,23,Ninjagofandomorg,Rosiestep
3,0,c3_p0,B,low,0,33666,0.3031,0.4461,Hello sir how do I start an article for a solo musician who hasn't won award yet but is known for his reputation.,"If the musician has a variety of reliable, secondary, independent sources covering them, see [HELP_PAGE].",23,15,Userwriter2h,Rambley
3,1,c3_p1,A,high,1,2258,0.4547,0.5287,"hey there, I am new here. I wanted to write some article for some famous peoples of Nepal because I noticed it wasn't available in Wikipedia . I want your ideas and tips on this...","Hi @ wow yes I would love to help with getting more notable Nepali people onto english wikipedia! That would be a great way to counter systemic bias. As you might have seen, I have created a few Nepal-related articles such as [WIKILINK], [WIKILINK] and [WIKILINK], but I don't have a connection to Nepal and I'm sure you can suggest many more. It's good you check in first, since it can be very frustrating to create an article then see it deleted, because learning how wikipedia functions does take a while. Perhaps you can start making some drafts as subpages of your own space - what I mean is you have , your as yet uncreated user page, then you can have as subpages. I'd suggest giving [POLICY] a read to see what a wikipedia article requires, in very short we need significant coverage in reliable sources such as books, academic articles and national newspapers. Any questions, feel free to ask, I'm happy to help. All the best and I left some helpful links at",34,174,Samip Sapkota,Mujinga
3,1,c3_p1,B,low,0,10482,0.4547,0.5287,"Hey, I made this WikiPedia account to make an article about myself. I invented something magical, any suggestions?","@, [POLICY] and writing about youself is not allowed on Wikipedia. Please see the policy on [POLICY] for more information.",18,20,Alanmaverick,Fritzmann2002
3,2,c3_p2,A,high,1,21894,0.4547,0.4992,Hello there! I just wanted to ask you how hard it is to expand on a short article.,"FishyGuy77 Welcome to Wikipedia. Ease of expanding a stub article: It depends on the subject and what sort of sources you are able to find about that subject. e.g. for a random small village somewhere in the world, you might never be able to expand it more than a few sentences. What article were you hoping to expand? I'd be happy to do a basic search and tell you if it is worth spending your time on. Alternatively, if you indicate a couple of your interests (geographic or subject), then I could tell you where you might find articles that desperately need expansion. Happy editing!",18,104,FishyGuy77,MPGuy2824
3,2,c3_p2,B,low,0,1328,0.4547,0.4992,"Hello David, I have been a professor of music and while I have wider interests, most of the articles I read related to music and musicians. How do I start with an article that I remember needed some editing?","Cscottfree21 Within certain limits (some articles are semi-locked or locked from edits by new or newish accounts), anyone can edit any article. Keep in mind that any addition of facts requires verification via published references. For musicians (and any other people articles), what that person puts on their own website or social media or press releases or interviews are not considered independent references. General advice is be bold in your edits, but if reverted (reversed), start a discussion on the Talk page of the article in a goal of reaching consensus. For each edit, include a brief Edit summary in the space provided at the bottom, to describe what you did.
See [POLICY] and [POLICY] for some guidelines.",39,117,Cscottfree21,David notMD
3,3,c3_p3,A,high,1,10635,0.507,0.3761,"Hi, I'm Slayertgc500, and I want to make an article on the 2022 Super Smash Bros. Tournament at Saratoga Comic Con, but I don't know where I can make an article...","To be honest, I highly doubt the tournament is of sufficient note. Try a fandom wiki instead.",30,17,Slayertgc500,Juxlos
3,3,c3_p3,B,low,0,14384,0.507,0.3761,Can I write an artical of myself?,"Niki jr 69 Please see our behavioral guideline, [POLICY], which states [QUOTE] Do not edit Wikipedia in your own interests, nor in the interests of your external relationships. [/QUOTE] So, no, it is not a good idea to create an article about yourself.",7,40,Niki jr 69,Cassiopeia
3,4,c3_p4,A,high,1,6688,0.5071,0.4067,"Hi! I'm already an experienced editor, with decades of professional experience under my belt (www.alexadvorson.com). All I want to do now is upload an article, but it seems the obstacles are numerous. Can you kindly advise?",@: Hi there! There's lots of information for you at [HELP_PAGE]. Happy editing!,36,13,Sapotilex,GoingBatty
3,4,c3_p4,B,low,0,4738,0.5071,0.4067,"Hey, how's it going? So, I'd like to create a page about my memoir that I've written but has not been published yet. It will detail what the memoir is about and a bit about me, the author.","Hi @, as a general rule, books/memoirs are considered ""notable"" enough for Wikipedia once they have received multiple reviews by reliable sources (i.e., not from users on Goodreads) following publication. An unpublished book is almost never accepted unless you, the author, are so well-known that every one of your works will become a major event.",38,55,KensingtonBeach,Alyo
4,0,c4_p0,A,high,1,29592,0.1516,0.5237,What should I put on my user page?,@ : see [POLICY] and let me know if I can further help you. :),8,13,Zweiedit,NotAGenious
4,0,c4_p0,B,low,0,4286,0.1516,0.5237,How can I create a page for my business?,"Hi N34HD. The short answer is that you should not create a page for your business. This puts you in a [POLICY]. If your business is [POLICY], someone will eventually write an article about it. (At which point you'll be able to suggest edits on the article's [POLICY].) Best,",9,48,N34HD,Pichpich
4,1,c4_p1,A,high,1,8941,0.249,0.5812,hi.. my name is Ayanda and it is my first time here.I was wondering if you could teach me how to get around and get used to this because I am so interested 🤗.How do I edit my first page?,"User08ayanda can give you some places to start editing. Good jobs for newcomers include improving the wording of existing articles or adding new [POLICY] into existing articles (either adding new facts or a new source for a fact already mentioned). The important thing is that readers can check the information is not made up, so even facts you are personally knowledgeable about need a source. I've left a standard welcome message on your talk page with a bunch of links in it. We have loads of behind-the-scenes policies and guidelines, but the worst thing I could do is instruct you to read it all before editing. As you learn your way around, you work out which page you need to consult when coming across a particular issue, but you also find your feet by [POLICY] and trying to make an edit. It's good to read the [POLICY] and follow a link or two, but don't get overwhelmed reading it all at once. Let me know when you get stuck doing something or want me to look over something you've edited! —",40,179,User08ayanda,Bilorv
4,1,c4_p1,B,low,0,40232,0.249,0.5812,"Hi,
Good day, I need assistance on how to create personal page or business page for an individual organisation. Thank you","Hi @, please see the pages [POLICY] and [POLICY] and make sure the thing you're trying to write about fits the conditions listed on both pages. Then, navigate to the [WIKILINK] to start writing your draft!",21,36,Fawwasshuaib,Renamed user 941cc78c00a0c5924c78bcbe91e8541a
4,2,c4_p2,A,high,1,5615,0.4547,0.4313,"I want to create a page about Roy Malkin, how would I go about doing this. I would really appreciate help!!","@ Hi, [POLICY] is a good place to start, following the reading of that. A good place to start working on a new article would be a subpage or a [POLICY] before publishing it in the main space.",21,38,MaximumReddock69,Jeffrey R. Clark
4,2,c4_p2,B,low,0,27247,0.4547,0.4313,"Hello Ezlev, Can I make edits and then, make myself a pesonal page for my business?",See [POLICY] and [POLICY].,16,4,Ibuildcostarica,Cremastra
4,3,c4_p3,A,high,1,26331,0.681,0.7072,How do I create a page on a person,"Hi @ and welcome to Wikipedia! The first step is to check an article for this person doesn't already exist. You need to make sure this person is [POLICY] by Wikipedia's standards and that you can find [POLICY]. If you know this person make sure you discolse that and if this person is alive you must follow the [POLICY] policy. To actually write the article there's a very good guide at [POLICY], since you're new you will have to use the [POLICY] process. I recommend editing existing articles for a bit first to get a hang on how articles are written. If you've got any questions please feel free to ask me.",9,112,Suveergowda,Ultraodan
4,3,c4_p3,B,low,0,6631,0.681,0.7072,How do I create a new page on a person? There is a creator from my city I wish to write a information page on as they are growing increasingly popularity but no one has written one yet.,@: Hi there! There are lots of good recommendations for you at [HELP_PAGE]. Happy editing!,38,15,Sp1der-from-mars13,GoingBatty
4,4,c4_p4,A,high,1,31921,0.681,0.5667,"How I can create a new page , about startup Brands and struggling Jewelry brands...",Hey! I recommend you read [POLICY]!,14,6,Olivia B Queen,Valorrr
4,4,c4_p4,B,low,0,6967,0.681,0.5667,"Hi, I wanted to start a page for my client a well known medical doctor, any tips here?","CTanenbaum Hello, and welcome to Wikipedia. You can learn about writing new pages from [POLICY], but remember that writing an article from scratch is very difficult and knowledge of multiple policies and guidelines is required. I would recommend starting with editing articles already written here. You can get started with the [HELP_PAGE]. If you have any other questions, you can ask me here or ask over at the [POLICY].",18,68,CTanenbaum,Cyberdog958
5,0,c5_p0,A,high,1,4576,0.2915,0.7901,Hello how can I give a Citation ?,Arshad0205 Start here: [HELP_PAGE].,7,3,Arshad0205,Glane23
5,0,c5_p0,B,low,0,17329,0.2915,0.7901,Hello how do i create citutaion,Hi ! You can check out [HELP_PAGE] for information :),6,8,Riyoben,HouseBlaster
5,1,c5_p1,A,high,1,216,0.5184,0.7408,"Hello,
How do I create a citation and build my profile?","Akinola Omolayo I've put some links on your user talk page to help you get started. You should also read [POLICY] for elarning how to cite sources, and [POLICY] to lear that writing about yourself is strongly discouraged.",11,36,Akinola Omolayo,UtherSRG
5,1,c5_p1,B,low,0,31786,0.5184,0.7408,how do i create a citation,Rad Studios See [POLICY].,6,2,Rad Studios,ScrabbleTiles
5,2,c5_p2,A,high,1,38199,0.5184,0.9455,How do I create a citation?,"Hi there, VoAviation, and welcome to Wikipedia. In the welcome message on your talk page, you will find links to tips about Wikipedia editing. As for citations, see [HELP_PAGE]. Please let me know if you need any further assistance. Happy editing!",6,40,VoAviation,Ipigott
5,2,c5_p2,B,low,0,24416,0.5184,0.9455,"hello, how do i create a citation","Hi @, See [HELP_PAGE] to learn about adding citations.",7,9,Favour moyinoluwa,1AmNobody24
5,3,c5_p3,A,high,1,34353,0.5292,1.0,How do I create a citation,[POLICY],6,1,Winaquila,Olliefant
5,3,c5_p3,B,low,0,4725,0.5292,1.0,How do I create a citation,"Hi @ the simplest thing to do is put your reference information inside ""ref"" tags, like this: [REFERENCE CONTENT HERE] Place that code at the end of the sentence you want to attach the citation to, and the reference will show exactly what you've typed in. At a very basic level, that's all your need. Now, the second step is that we have templates for citations, like [TEMPLATE_REF], which do all the fancy formatting for you. If you copy the template, and fill in the various parameters, you'll get a full citation automatically. So the full (blank) code would be this: [CITATION] Just fill that in with the information you have (or use [TEMPLATE_REF] or [TEMPLATE_REF] if appropriate) and you're good to go. Let me know what follow-up questions you have.",6,131,Jesmarjosep,Alyo
5,4,c5_p4,A,high,1,35536,0.5292,0.9475,"Hello
How do I create citations??","@ To oversimplify, you type in insert reliable reference here. There's a few citation templates that you can put in between in the ref tags, but what I just did is the basic gist of it. [POLICY] has more information.",6,40,Isaiah Majola,I dream of horses
5,4,c5_p4,B,low,0,38622,0.5292,0.9475,"Hello, How do i create citation?","Hello, this might be of [HELP_PAGE][POLICY]. And probably this too: [HELP_PAGE]; be aware that it isn't recommended to create article about oneself, though. Also have alook at [POLICY]. Regards.",6,29,Anaeme Innocent Rapuluchukwu,Lectonar
6,0,c6_p0,A,high,1,29707,0.0261,0.3558,"Hi there, I don’t really have a question so much as a request: I have an image I need to upload but can’t (and don’t know how), so I was hoping I could send you the official website link and you could upload it instead?","@, I would advise you read [WIKILINK] on Wikimedia Commons first. If this is something that is under copyright (by default, we assume that everything is), it has to be uploaded under a claim of [WIKILINK]. If the website agrees to release the image under a [WIKILINK] allowing free use of it by anybody, then it's easier to upload. '",45,60,Gamestrider1,JayCubby
6,0,c6_p0,B,low,0,10044,0.0261,0.3558,I want to enter jason blood,"Hi Bindon blood, is that an article you want to create? (Ping me or leave a message on my [TALK_PAGE])",6,18,Bindon blood,Alextejthompson
6,1,c6_p1,A,high,1,26233,0.1516,1.0,Where should I discuss changing the photo or changing something?,What image do you want to change and why?,10,9,These events occurred,Voorts
6,1,c6_p1,B,low,0,25409,0.1516,1.0,Where should I discuss changing the photo or changing something?,"Hello, Iamyoyramha, and welcome! The best place to discuss changes to an article is usually its [HELP_PAGE]. Let me know if you have any more questions, and happy editing!",10,28,Iamyoyramha,Perfect4th
6,2,c6_p2,A,high,1,14451,0.3014,0.4284,"Hi dear mentor, I’d like to know how to start a discussion about a photo with someone’s logo on a page.","@, [POLICY] is probably a good place to start. More specifics could provide a more specific answer.",21,17,PerryErgos,Jenhawk777
6,2,c6_p2,B,low,0,19452,0.3014,0.4284,How can I delate my post?,"Hi @, in most cases reverting the edit or otherwise removing the content is sufficient and often the only appropriate method of removal (in the interest of record keeping). In some limited circumstances, the page or a specific revision of the page can be deleted by administrators (although it still be accessed by admins and undeleted if necessary). See the [POLICY] and [POLICY] for appropriate reasons for deletion. In truly exceptional circumstances (usually when non-public personal information is leaked), the material can be [POLICY], which is a form of advanced deletion (although again it can still be accessed by oversighters and undeleted if necessary).",6,104,Fairiririni,Liu1126
6,3,c6_p3,A,high,1,21968,0.3373,0.3354,Hello! I would like to add a direct quote from the Bible to [LINK] I tried without an account but I think I was blocked for some reason or did it wrong. I am very un-techy. Can you please help me? Thank you so much!,"Glacial223 Welcome to Wikipedia. I'd agree that it was ungrammatical, since it included both the bible quote and a paraphrased (explanatory) version of it in the same sentence. I think you should start a conversation (on the article's talk page) with the editor who reverted your edit, saying that you'd like the original bible quote included somehow.
Since you are new to Wikipedia, I'd suggest that you start and complete [POLICY]. It would help you to feel a bit less overwhelmed (and a bit more ""techy"", as you put it). Happy editing!",45,91,Glacial223,MPGuy2824
