cluster,pair_rank,pair_id,role,retention,outcome,cid,mentee_dist,emb_cosine_sim,question_text,reply_text,question_words,reply_words,mentee_name,mentor_name
4,2,c4_p2,B,low,0,12667,0.3809,0.6976,Hello! How do I create citation?,Hello! [HELP_PAGE] may be useful here. Happy editing!,6,8,Abdulazeez Abdulmumeen,LEvalyn
4,3,c4_p3,A,high,1,216,0.5096,0.7408,"Hello,
How do I create a citation and build my profile?","Akinola Omolayo I've put some links on your user talk page to help you get started. You should also read [POLICY] for elarning how to cite sources, and [POLICY] to lear that writing about yourself is strongly discouraged.",11,36,Akinola Omolayo,UtherSRG
4,3,c4_p3,B,low,0,31786,0.5096,0.7408,how do i create a citation,Rad Studios See [POLICY].,6,2,Rad Studios,ScrabbleTiles
4,4,c4_p4,A,high,1,13765,0.5096,0.7019,Hello how do icreate citation thing🤔,@: Hey there! [POLICY] should be able to guide you through it. Hope this helps!,6,15,Young zikhali,Bsoyka
4,4,c4_p4,B,low,0,1980,0.5096,0.7019,"Hello, how do I put a book as a citation?","@ great question! i tend to use [TEMPLATE_REF], maybe give that whirl!",10,12,Macarius Ibne Mito,Mujinga
5,0,c5_p0,A,high,1,25805,0.0003,0.4303,"hello asilvering,
how do I add a link between pages
thanks","Hi @, welcome to wikipedia! To add a link to pages within Wikipedia, you just type [WIKILINK] on either side of the title of the article. There's also a chain-link icon in the Visual Editor if you're using that - you can just highlight the word and click that button.",10,50,Anonamous1213,Asilvering
5,0,c5_p0,B,low,0,27343,0.0003,0.4303,Hello. Someone created a stub for me and I would like to expand it. How should I begin?,"Hi @, what stub is it and what [POLICY] exists to expand it?
The stub is [WIKILINK]. Here are some reliable sourcing:
1.    [LINK]. Retrieved 2025-29-25.
2.    [LINK]. Penn Today. Retrieved 2025-29-25.
3.    [LINK] Retrieved 2025-29-25.
4.    [LINK] Retrieved 2025-29-25.
5.    [LINK]. Retrieved 2025-29-25.
6.    [LINK]. Retrieved 2025-29-25.
7.    Penn Medicine News and views: [LINK]. Retrieved 2025-29-25.
8.    [LINK]. Retrieved 2025-29-25.
Here are a few more:
[LINK]
[LINK]
[LINK]
[LINK]
Hi Nancy, Wikipedia is very strict on conflict of interest (COI) editing. As you can probably imagine, it causes a lot of issues with self promotion. Per [POLICY], you are heavily discouraged from editing the article yourself. However you can put in a request for information to be added to your article through [POLICY]. If I get the time I may work on it myself, as it does look like it needs to be updated. In the mean time though, I hope this helps.
Hi, thanks for your reply. The policy is sensible. I just. hired someone to help me (I didn't know how else to do it). Hopefully it is a reputable service!
Nancy",18,177,Speckn,Pineapple Storage
5,1,c5_p1,A,high,1,6168,0.1514,0.4088,How do I create an caption and go from there,Caption for what? :,10,3,Sindi Diamond,Pbsouthwood
5,1,c5_p1,B,low,0,14278,0.1514,0.4088,How do I add bold effect to writing,"Raxdebamamao Good day. First of all, your user page isn't for drafting articles, so please remove the content in your user page. . Your drat article is here - [DRAFT]. To understand what you can and can't put in your user page, please review the [POLICY] policy.
Regarding your question, you can make words or phrases bold by putting three apostrophes on both sides of the text(s). For example:
To bold the text: Cassiopeia
You type this: Cassiopeia (see in source editing mode)
Hope this helps, and happy editing!",8,85,Raxdebamamao,Cassiopeia
5,2,c5_p2,A,high,1,22979,0.3027,0.3888,"Hello, how do I include the reference link // notation to my edit ? ?",", see [HELP_PAGE], or if you're using the VisualEditor, [HELP_PAGE]. —",13,9,Elevenjustice11,Qwerfjkl
5,2,c5_p2,B,low,0,25918,0.3027,0.3888,I would like to add my hiking method called tenderfoot. I am a guide and I teach this methodology of safe hiking. How do I add it?,"Hi @, that's not an appropriate topic for wikipedia, I'm afraid. It might be a possible topic at [LINK], but I'm not sure, as I'm not really familiar with that wiki.",27,31,Rvaweb1,Asilvering
5,3,c5_p3,A,high,1,23711,0.3027,0.3931,"Hi ☺👋 I'm trying to talk to a specific editor (Entranced98)😺 to ask a question ⁉ but I have noooo idea how to properly code yet🤔. I've been searching 🦜 for someone 💞🔥 and I think she may be able to provide insight. 🪝🌅
Any advice is much appreciated 💟
- Alltook","@ Hello! Apologies for the delay. You don't need to learn how to code to edit Wikipedia! Have you tried using the [POLICY]? Try it out on [POLICY] or . To send a message to someone, you can go to their user talk page and click on the ""Add Topic"" button at the top. Hope this helps! ∫",50,57,Alltook,Mwwv
5,3,c5_p3,B,low,0,21689,0.3027,0.3931,I guess there is mistake in table,"Hi @; welcome to Wikipedia! If there's a mistake in a table, you can [HELP_PAGE] it and correct the error, as long as your assertion is supported by [POLICY]. @",7,29,Gokul Adhikari,Tol
5,4,c5_p4,A,high,1,1970,0.3032,0.6977,"hello, how do i correct a link please?",@ can you be more specific please?,8,7,Pedunculate,Mujinga
5,4,c5_p4,B,low,0,27540,0.3032,0.6977,[LINK],"@: Hi, I'm not quite sure what you mean. Do you have any questions related to Wikipedia I can help you with? Thanks, Ping me!",1,25,IntelXeon s,ARandomName123
6,0,c6_p0,A,high,1,14795,0.0,0.5851,How do I add a picture here?,"Hi Daizzie, to add a picture follow the guide in [POLICY]. If you want to upload a new image, check out [LINK]. ' ( - )",7,25,Daizzie,Ser!
6,0,c6_p0,B,low,0,10355,0.0,0.5851,Attach a photo,", I'm not sure what you mean. Could you elaborate on your question?",3,12,Joeygym,Fritzmann2002
6,1,c6_p1,A,high,1,14705,0.1514,0.784,"Hello, how do I insert a picture?","If the photo is free to use (i.e. you own the copyright, know its [WIKILINK] license, or know it is in the public domain), you can upload it to [WIKILINK]. If it is not, you will need to provide a fair use rationale on Wikipedia before adding it. Pictures aren't exactly 'inserted' like on some websites with url fetching, they all have to be hosted on either Wikimedia or Wikipedia - so proof that they are free to use or have fair use is needed.",7,85,Mooncake546,Kingsif
6,1,c6_p1,B,low,0,14700,0.1514,0.784,"Hello,
Where's the insert button so I can upload a picture 📸?","If you know that your picture is copyright free or otherwise free to use, see the upload guide at [WIKILINK]",12,20,EmeraldEagle8810,Kingsif
6,2,c6_p2,A,high,1,38891,0.2312,1.0,How do I add a photo to my page,"Abdihakimslp Welcome to Wikipedia. You'll want to take a look at [HELP_PAGE]. Are you the person described in ? If not, are you in any way connected to him. If so, you should take a thorough look at [POLICY]. Happy editing!",9,40,"""Daudixc7""",MPGuy2824
6,2,c6_p2,B,low,0,21964,0.2312,1.0,How do I add a photo to my page,"Abdihakimslp Welcome to Wikipedia. You'll want to take a look at [HELP_PAGE]. Are you the person described in ? If not, are you in any way connected to him. If so, you should take a thorough look at [POLICY]. Happy editing!",9,39,Abdihakimslp,MPGuy2824
6,3,c6_p3,A,high,1,34631,0.4625,0.6607,How do I add photos or change them?,", welcome to Wikipedia! See [HELP_PAGE] for some guidance. Best, —",8,9,KitKatFat,Frostly
6,3,c6_p3,B,low,0,7912,0.4625,0.6607,"Hello
How to import photos","Blocked account, no reply.",5,4,Ailiana Ai Boxer and Model,Rkieferbaum
6,4,c6_p4,A,high,1,16896,0.4625,0.6806,How do i put images form my gallery?,"Hi, I'm not totally sure what you mean. If you want to upload images you have taken then do so though the [LINK].",8,23,KeyMen12,Pickersgill-Cunliffe
6,4,c6_p4,B,low,0,22533,0.4625,0.6806,How to insert image,"if the image you are trying to add is not uploaded, see [POLICY]. Note the restrictions on file uploads are very strict to comply with CC-BY-SA. Once it is uploaded see [HELP_PAGE] to insert it on the page. Hope this helps.",4,41,300000kmpersecond,Sungodtemple
7,0,c7_p0,A,high,1,31942,0.0,0.5334,How do I publish a refined and cited article of anything I please? I would like a guide on how to do the codework and imagery.,see [POLICY].,26,2,SoftTacoss,Tankishguy
7,0,c7_p0,B,low,0,27720,0.0,0.5334,Hello. I have a research manuscript I would like to publish. I look forward to your guidance on the process. Best regards.,"@: Hi, Wikipedia does not publish research as it is an encyclopedia, not a journal. You may want to look into the traditional academic publishers or [WIKILINK]. Ping me!",22,29,Mukhtar Muhammad Ahmad Sharaf al-Din,ARandomName123
7,1,c7_p1,A,high,1,39899,0.2312,1.0,I created an article today and I don't know if its going to get exepted or when how long is the typical wait process,Hi,24,1,933y,Pbsouthwood
7,1,c7_p1,B,low,0,6175,0.2312,1.0,I created an article today and I don't know if its going to get exepted or when how long is the typical wait process,"The draft has no references, so it cannot be verified, and you have not submitted it for review, so no-one is likely to check it and it will be assumed you are still working on it. The typical wait for an article that is both adequately referenced and submitted for review is highly variable, and depends on the topic and who feels like taking a look. Please read [HELP_PAGE] for advice and a better idea of how things work here. Geographical units like rivers are usually uncontroversial and pass review relatively easily if the article lists [POLICY] :",24,97,Tif3307wiki,Pbsouthwood
7,2,c7_p2,A,high,1,14840,0.4907,0.5742,"How can I add new information, publish new content?","@: The article about the subject already exists at [WIKILINK]. If you want to add more information about it, [POLICY] and add it yourself, but make sure to back up your addition with a [POLICY] (see [HELP_PAGE] for help on referencing). -- (, , )",9,44,Jxstin670,Leonidlednev
7,2,c7_p2,B,low,0,4893,0.4907,0.5742,"Hello dear, how do I need to proceed for my article to get published? Thank you","Hi @, welcome to Wikipedia. I assume you're talking about [DRAFT], right? As a general rule, biographies are accepted [POLICY]. So e.g., news articles or magazine profiles of Siska would fulfill this requirement, but profiles published by the museums he works for do not. Right now, I don't think any of the references in the draft would meet this criteria, and articles are usually accepted only when they have 2-3 of them.
Side note, given your signature, are you Siska? We strongly discourage people from writing about themselves--[POLICY]. It's very possible that reviewers will reject the article just based on that.",16,101,Color Club Lab,Alyo
7,3,c7_p3,A,high,1,7076,0.5077,0.5662,"Hi Sdkb, what's your best advice for someone who's new here and wants to learn how to edit and publish new articles?","My advice is not to start with creating new articles; go build up some experience with other [POLICY] first. Then, when you're ready, read [HELP_PAGE] and follow its advice, particularly about sourcing. Cheers,",21,33,RICHAOBO1,Sdkb
7,3,c7_p3,B,low,0,13786,0.5077,0.5662,Hi there. I have my article written and need to know the next step,Jessicabayleafagency It looks like a reviewer has given you feedback on the draft at [DRAFT]. Let me know if you have any additional questions.,14,23,Jessicabayleafagency,Bsoyka
7,4,c7_p4,A,high,1,35918,0.5096,0.462,"Hello I hope you are well. I would like to publish an article about a person, I have references and would like your input if it meets criteria. Thank you.","Lebootimes, take a look at [POLICY] and [POLICY]. After you read through that, you can submit your article at [POLICY]. I'm not sure what your article is, so I can't provide specific input however.",30,33,Lebootimes,Zoozaz1
7,4,c7_p4,B,low,0,965,0.5096,0.462,"Hello, I can't get to build my first article (a new page).
I press publish and nothing happens. Not sure why.","Hi @. I've seen a few other users report this bug. I would recommend copying all your article content to an external editor (like Microsoft Word) as there is no auto save function on the Wikipedia editor and I don't want you to loose your work. Then, restart your browser and perhaps try clearing your cache before trying again?
If you still have no luck, report this to [POLICY] so that the more technically-minded users can look into it. '",21,80,Flippinfliper,Qcne
8,0,c8_p0,A,high,1,26957,0.0,0.751,How do I setup a new page,"@: To set up a new page, create a draft through the [POLICY]. You can either practice creating a draft in your sandbox, or you can click on ""Next"" and follow the steps to create a draft in the ""draftspace"". Once you've chosen the draft's name, proceed to insert the article's contents, splitting them into different sections using headings: ==Heading name here==. Regards,",7,63,Select Films Assistant,Nythar
8,0,c8_p0,B,low,0,27159,0.0,0.751,I want to create a page,@ see [HELP_PAGE].,6,3,Udayrajsinghaparajit,CanonNi
8,1,c8_p1,A,high,1,40574,0.2764,0.6467,Hey! I was just wondering how I would start a new page for a person who does not have one? Thank you!,"@ Sorry for the late response, but you can start with [HELP_PAGE] and the [POLICY]. v/r -",22,16,WestonTallman2,Seawolf35
8,1,c8_p1,B,low,0,10409,0.2764,0.6467,how do I make a page?,"Fordeum, see the [POLICY] guide, and follow the instructions of the Article Wizard tool on that page.",6,16,Fordeum,Fritzmann2002
8,2,c8_p2,A,high,1,6313,0.3027,0.7634,How do I create a page?,"Hi . Just a quick reply before I head off to bed tonight: Pages can be created about [POLICY], but not just about any old stuff you happen to know or like. If you tell be the type of topic (person, place, film, musician, species, nebula, etc, I can point you to the relevant notability criteria (such as [POLICY], [POLICY], [POLICY] etc).
You can create a draft article either in your personal sandbox or as a proper [POLICY] and submit it for review and feedback when you think it's finally ready to go into the main part of the encyclopaedia. Please follow guidance and use the 'Article Creation Wizard' at [POLICY]. Everything you add to a page must be based upon properly published, good quality [POLICY]. Follow the hyperlinks for all the information you will need to get you started. Regards, and good luck!",6,143,Jrmango,Nick Moyes
8,2,c8_p2,B,low,0,1887,0.3027,0.7634,"Hi, how do I create new content? I have created a script for piano called Pianoscript. I would like to create a page for it. Thanks","@ Hello and nice name! You can give [HELP_PAGE] a read, but honestly if it's for a script you made, better to leave it to others .. as you'll quickly see, wikipedia frowns on promotional articles - that's covered on [POLICY]. Cheers,",26,41,Celtiberi,Mujinga
