cluster,pair_rank,pair_id,role,retention,outcome,cid,mentee_dist,emb_cosine_sim,question_text,reply_text,question_words,reply_words,mentee_name,mentor_name
2,0,c2_p0,A,high,1,143,0.9151,0.5199,"How do I begin as a new editor? I feel hesitant to edit. I feel like I might make the original text worse?
Do you have any types? Grammar-wise and tone-wise, so that I can strengthen my informative writing and proofreading.","Welcome to Wikipedia, @! It's OK to feel a little hesitant as there are a lot of rules here, but the [POLICY] and [POLICY] have what you need to know to get started. You should have a personal homepage with suggested edits to start with, but only pick the ones that interest you or you feel confident about. Keep reading articles in your areas of interest to get a feel for the style and layout of articles. Don't worry, everyone makes mistakes sometimes, just be open to feedback from other editors, and have fun! ' ([POLICY] · · · [WIKILINK])",41,100,Boybingo,ClaudineChionh
2,0,c2_p0,B,low,0,34858,0.9151,0.5199,Hey where do i start my journey of editung,"I would recommend checking out [POLICY]. Good luck on your journey! Signed, 🩷
==[POLICY] nomination of [WIKILINK]==
[QUOTE] quote=If this is the first article that you have created, you may want to read [POLICY].You may want to consider using the [POLICY] width=20%|align=right [/QUOTE]
A tag has been placed on [WIKILINK] requesting that it be speedily deleted from Wikipedia. This has been done under [POLICY], because the page appears to be a repost of material that was previously deleted following a [POLICY], such as at [POLICY]. When a page has substantially identical content to that of a page deleted after a discussion, and any changes in the content do not address the reasons for which the material was previously deleted, it may be deleted at any time.
If you think this page should not be deleted for this reason, you may contest the nomination by [WIKILINK] and clicking the button labelled ""Contest this speedy deletion"". This will give you the opportunity to explain why you believe the page should not be deleted. However, be aware that once a page is tagged for speedy deletion, it may be deleted without delay. Please do not remove the speedy deletion tag from the page yourself, but do not hesitate to add information in line with [POLICY]. If the page is deleted, and you wish to retrieve the deleted material for future reference or improvement, then please contact the , or if you have already done so, you can place a request [POLICY].",9,246,Pamgrayolo,Coolgurl5555
2,1,c2_p1,A,high,1,8454,3.3949,0.64,Hey Marchjuly I'd like to ask what are some of the best ways to get experience in editing and some tips you have for a user new to editing.,Hi Jase sanders. There are some suggestions found in [WIKILINK] that you might find helpful. I've will add a general information notification to your user talk page which also contain links to other pages you might find helpful.,28,36,Jase sanders,Marchjuly
2,1,c2_p1,B,low,0,3853,3.3949,0.64,"Hello Rosie, I would like to know a few tips on how to be a good editor and easily find errors in articles or other edits",Hi MCSRVR01 and welcome to Wikipedia. A good place to start is this [HELP_PAGE]. I also left a with a few other helpful links. Happy editing!,26,25,MCSRVR01,Rosiestep
2,2,c2_p2,A,high,1,37716,4.1319,0.5614,Hello Mr how I can be good editor,Hello @. Welcome to Wikipedia. I have noticied some messages on . There are lots of good informative links avaialble there. Please have a look and contribute to the topics that you are intreseted about. That's it. :),8,36,Mr.Besya,Gnoeee
2,2,c2_p2,B,low,0,34858,4.1319,0.5614,Hey where do i start my journey of editung,"I would recommend checking out [POLICY]. Good luck on your journey! Signed, 🩷
==[POLICY] nomination of [WIKILINK]==
[QUOTE] quote=If this is the first article that you have created, you may want to read [POLICY].You may want to consider using the [POLICY] width=20%|align=right [/QUOTE]
A tag has been placed on [WIKILINK] requesting that it be speedily deleted from Wikipedia. This has been done under [POLICY], because the page appears to be a repost of material that was previously deleted following a [POLICY], such as at [POLICY]. When a page has substantially identical content to that of a page deleted after a discussion, and any changes in the content do not address the reasons for which the material was previously deleted, it may be deleted at any time.
If you think this page should not be deleted for this reason, you may contest the nomination by [WIKILINK] and clicking the button labelled ""Contest this speedy deletion"". This will give you the opportunity to explain why you believe the page should not be deleted. However, be aware that once a page is tagged for speedy deletion, it may be deleted without delay. Please do not remove the speedy deletion tag from the page yourself, but do not hesitate to add information in line with [POLICY]. If the page is deleted, and you wish to retrieve the deleted material for future reference or improvement, then please contact the , or if you have already done so, you can place a request [POLICY].",9,246,Pamgrayolo,Coolgurl5555
2,3,c2_p3,A,high,1,2228,4.2315,0.5826,Hi Mujinga! Do you have any recommendations for a new editor who is trying to find their way now that they actually have an account?,Hi @ welcoem to wikipedia! I've put some handy hints at . Happy editing!,24,13,TheClocksAlwaysTurn,Mujinga
2,3,c2_p3,B,low,0,23721,4.2315,0.5826,What is your advice i want to edit and write articles I also heard that moderators delete contributions that newcomers make is that true? Thank you in advance,"@ Hello! As for writing articles, see [HELP_PAGE]. As for editing them, click the ""edit"" button in the top right. As for the contribution deleting, [POLICY], yes. Hope this helps! ∫",28,31,Magicianko,Mwwv
2,4,c2_p4,A,high,1,6230,4.2324,0.701,Hello. Do you have any tips for me as a first time editor,@ Pick articles of your interest and read them. Start making small improvements and fix any typos. Add some references/citations if you have any. -- ( •,13,26,Urban Destruction 141122 - Thugz Queen,Satdeep Gill
2,4,c2_p4,B,low,0,15957,4.2324,0.701,Please do you have a guide on how I can become an editor,"@, congratulations! You're an editor! You've just made your first edit here, to my talk page. If you want more help, see [HELP_PAGE] for a beginners guide, [POLICY] for easy tasks, and feel free to ask questions here or at the [POLICY]. One quick note — you will probably need to change your username, per our [POLICY], as a username shouldn't imply that you are an organization or more than one person. You can request this here [POLICY]. ( • )",13,78,Fintech today news,Wasianpower
3,0,c3_p0,A,high,1,373,1.1839,0.8364,Mentor I want to wrote my own article how can I write it,"Welcome, @. I've added some links to your talk page to help you get started. You should learn how to edit and how wikipedia works before trying to write an article. [POLICY] also provides some advice.",13,36,Phawelihle,Schazjmd
3,0,c3_p0,B,low,0,33815,1.1839,0.8364,how can i write my own article,@: You can start a draft at [POLICY]! ~ ~,7,8,Nilsnils023,Rusty Cat
3,1,c3_p1,A,high,1,10694,2.883,0.7796,write an article,"Hi Abarrahman, are you asking how to write an article? You can find instructions at [HELP_PAGE]. Let me know if you have other questions! —",3,23,Abarrahman,Wugapodes
3,1,c3_p1,B,low,0,20564,2.883,0.7796,Who do i write a new article,"Thortheregnarok Check [HELP_PAGE] and [POLICY] - ( | )
AssumeGoodWraith, Thank you!",7,11,Thortheregnarok,ARoseWolf
3,2,c3_p2,A,high,1,23344,3.5582,0.6869,How can I creat article which will approved easily.,"Hi , welcome to Wikipedia! You've asked a quite broad question and I need more details (like what subject you intend to write the article on, what sources you have gathered) to provide a more specific answer. In general, [HELP_PAGE] is quite a good place to start. However, I believe most new articles by newer users end up not being published, especially if you have a [POLICY] with the subject. It is likely to be a waste of time and if you are interested in contributing in general, I would recommend going through [HELP_PAGE] and picking a task in our [POLICY].",9,100,Kabilavutto,Justiyaya
3,2,c3_p2,B,low,0,28072,3.5582,0.6869,How can I draft my own article,"Your own Article, do you mean how can you create a draft for a new article?.",7,16,Ahsyegeh,UndercoverClassicist
3,3,c3_p3,A,high,1,5330,3.834,0.6941,How do I write articles and what are the guildline,"@ Hello! Making an acceptable WP-article without knowing how to edit WP is hard. A common advice is to ""just"" edit for a while first, to try to get a hang of this place.
That said, your first hurdle is ""Can a WP-article about your chosen subject be written at all?"" Start with reading [POLICY]. If you conclude ""Yeah, I have those sources, no problem!"", move on to [POLICY]. If your choice of topic fails [POLICY], the article will not be accepted. If you decide to go ahead, you need to learn how to add references correctly, [POLICY] can help with that. This is crucial, and I can't stress that enough. Really. If you intend to write about a living person, read [POLICY]. If you intend to write about yourself ([POLICY]), the short advice is ""don't.""",10,136,Mikewriteszzz,Gråbergs Gråa Sång
3,3,c3_p3,B,low,0,28224,3.834,0.6941,I want to write an article,See [HELP_PAGE].,6,2,Akeze,Destinyokhiria
3,4,c3_p4,A,high,1,8758,4.3096,0.7187,"Hello sir,I want to known how an article is written","Lukman Abdulmalik, what specifically about an article would you like to know about? That is a very broad topic. (Very Busy)",10,19,Lukman Abdulmalik,Yoshi24517
3,4,c3_p4,B,low,0,11927,4.3096,0.7187,I'm ready to write an article. What do I need to know?,"Hello @, welcome to Wikipedia. The key things you need to know are: the topic must be notable (covered in multiple [POLICY], [POLICY]), the article must be written from a [POLICY], and everything must be verifiable through your citations. You can also practice safely by starting in your sandbox before moving to the main space. Please read [HELP_PAGE] for more information. If you need help at any step, feel free to ask.",12,72,Gilgamesh95,Idoghor Melody
4,0,c4_p0,A,high,1,3657,0.0,0.6546,Hi I'm Blueberry Harumi and may I ask how does editing new pages work if I don't have the knowledge of the text at hand since I'm new here as this is my first day working with Wikipedia,"Blueberry Harumi Why did you become a registered Wikipedia user?
Cos I want to spread the knowledge I have to other people
Hi Blueberry Harumi, and apologies for the delayed reply. What do you mean by not having knowledge of the text at hand?",36,40,Blueberry Harumi,Calliopejen1
4,0,c4_p0,B,low,0,26910,0.0,0.6546,So can I edit anything on Wikipedia?,"@: You can edit any page at Wikipedia at any time. Just make sure that those edits are constructive; see [POLICY] to find out more. Regards,",7,26,Kvhjigvon,Nythar
4,1,c4_p1,A,high,1,28724,0.0,0.6769,hey. this is my first time ever editing. is there any video or step by step process i can look over. i think before i go and edit i should figure out how wikipedia edits work. i tried to edit but not sure what i was doing.,"Oh, hello there! Wikipedia may look like it had an absurd list of rules, but there aren't too much to look at if you aren't planning to do literally everything you can to help Wikipedia. If you're planning on writing content, there are much less complicated things. Simply do not copy-paste copyrighted content (this applies to the entire internet), cite ""[POLICY]"" in Wikipedia's standards ([POLICY]) when you add new facts, and respect the existing time/English variant. Please don't use ChatGPT and those AI tools for the time being as well. They're not 100% banned, but they are pretty notorious for causing [POLICY].",47,102,TheCrowdSourcedOne,AlphaBetaGamma
4,1,c4_p1,B,low,0,23987,0.0,0.6769,"Hello sir/ma
How can I start my editing on Wikipedia",Welcome @! Please have a read of [HELP_PAGE]. :,10,8,Crypton304,Bunnypranav
4,2,c4_p2,A,high,1,23291,0.1525,0.7377,how do you start editing an article on Wikipedia using my homepage,", what do you mean, [QUOTE] 1=using my homepage [/QUOTE]? —",12,9,Tricia190,Qwerfjkl
4,2,c4_p2,B,low,0,31761,0.1525,0.7377,How do I edit on Wikipedia? I'm new to editing.,"It is fairly complicated, but I suggest reading [HELP_PAGE]! HwyNerd",10,10,Gerald the fish,HwyNerd Mike
4,3,c4_p3,A,high,1,13165,0.6101,0.804,"I do not understand a thing about wikipedia editing, help",Ma89eo1 Please see the [POLICY] interactive tutorial. It should help show you the basics. Please let me know if you have any further questions.,10,23,Ma89eo1,TheSandDoctor
4,3,c4_p3,B,low,0,5801,0.6101,0.804,How do I edit on Wikipedia,"Hello, Ochediameh. [HELP_PAGE] is a good introduction. Please avoid making major changes to articles until you know what you are doing a little bit better.",6,24,Ochediameh,Cullen328
4,4,c4_p4,A,high,1,27235,0.6865,0.7451,"Hi, I am new here. I have knowledge of HTML. Can I edit wikipedia? How to edit and how I should start?","@ hi. Yes, you are absolutely welcome to edit Wikipedia! [HELP_PAGE] would be a great place to start.",22,18,Arbaz Thakur,CanonNi
4,4,c4_p4,B,low,0,5801,0.6865,0.7451,How do I edit on Wikipedia,"Hello, Ochediameh. [HELP_PAGE] is a good introduction. Please avoid making major changes to articles until you know what you are doing a little bit better.",6,24,Ochediameh,Cullen328
5,0,c5_p0,A,high,1,17378,0.305,0.5932,"So I joined today, and I go on Wikipedia every day, so could you please explain to me some of the basic rules of Wikipedia? Thanks!","Hi , and welcome to Wikipedia! [POLICY] are the five fundamental principles which govern everything we do. If you want more, you can check out our three core content policies: everything we put in an article must be [POLICY] and [POLICY], and cannot be an editor's [POLICY]. Finally, we have to exercise great care when [POLICY]. I've left you a message on your talk page which gives you some additional links, but as long as you follow the five pillars, you'll do fine :) Best,",26,83,ILoveMyDogFrankie,HouseBlaster
5,0,c5_p0,B,low,0,3728,0.305,0.5932,"Hi, how can i contribute to Wikipedia","Hi @, I'd recommend that you check out [POLICY] to start!",7,11,Idegwu Oche Samuel,Calliopejen1
5,1,c5_p1,A,high,1,6388,0.6865,0.5595,"Hi, I was assigned to you if I'm not mistaken and I wish to know more about Wikipedia writing","Hello, , and welcome to Wikipedia! The most important thing to un=derstand is that this is an encyclopaedia. The topics must meet our [POLICY], and everything said here must be based on already published, high quality sources. So no personal opinions, personal blogs or social media acocunts, or stuff that you simply happen to know. Everything here that could be challenged must be [POLICY], and you will learn how to add citations to support new content. Writing new articles is very very hard, especially for a new editor. So start slowly and learn the basics of editing and improving articles. You have a 'Homepage' tab which offers you an opportunity to make small improvements in one of several different areas to get you off to a good start.
We may point users to various guidance, help or policy pages, and we expect they will take the time to read and understand these. So, I'll leave leave you a welcome message on your talk page with a number of important links. But you may also like to visit this help page: [HELP_PAGE]. Good luck!",19,182,Obi K Chijioke,Nick Moyes
5,1,c5_p1,B,low,0,21224,0.6865,0.5595,can you introduce me to wikipedia,"I'd be glad to, Way too crazy! Since the wikipedia is all about editing articles and editing content, perhaps a good first step would be to think of topic areas you are interested in? For example, I often edit articles related to my home team, books, and historical eras I'm interested in. — ♠ ( / ) [POLICY] — [WIKILINK] ♠",6,53,Way too crazy,Ixtal
5,2,c5_p2,A,high,1,26017,1.0536,0.4499,"Hi Nahida, I have a curiosity.
How is the integrity of Wikipedia content ensured? Are all pages double checked with external sources? Thank you!",:Pages require sources before content can be added. You're probably looking for [POLICY].,23,13,Tferracina,Nahida
5,2,c5_p2,B,low,0,35861,1.0536,0.4499,What's Wikipedia all about,"UCFX, it's a free, volunteer-run encyclopedia meant to encompass all human knowledge.",4,11,UCFX,Zoozaz1
5,3,c5_p3,A,high,1,14930,1.1211,0.6313,Hi I am new to Wikipedia. Plz guide me,"@: I reccomend checking out [POLICY], which is a basic introduction to editing Wikipedia. (, , )",9,16,Bindu Palei,Leonidlednev
5,3,c5_p3,B,low,0,4607,1.1211,0.6313,"Hello I want to know
How to appear on Wikipedia?","Kelvin0766 Well, you already have a user account and a user page with a few notes about yourself. I assume, then, that you are asking about creating an article about yourself. I'll answer based on that assumption.
The subjects for our articles are generally chosen by the editing community rather than by request. While there is a venue where you can request articles, a request for an article creation on oneself is likely to be declined. You can visit our 'requests for articles' page at [POLICY].
It's also important to realise that Wikipedia strongly discourages articles written by the subjects themselves or by others close to a subject because of the difficulty in writing objectively about yourself, your family, or your work. Please see [POLICY] for our guidelines on writing about yourself or topics you are personally involved with. While keeping in mind conflict of interest issues, please note that if someone does create an article about you, you should feel more than welcome to edit the article's Talk page to ensure that each piece of information is factual and complying with our ""Biography of Living Persons"" policy. This policy can be viewed at [POLICY].
You may also like to read [POLICY] for a guideline on the type of articles that are generally accepted.
If my assumption was incorrect and your question is about something else, let me know.",10,228,Kelvin0766,Glane23
5,4,c5_p4,A,high,1,33782,1.1839,0.6322,"Hello! Do you know if there's any way I can make my own Wikipedia ""post""? Thank you!","Wikipedia is not a social media platform and does not have ""posts"". If you'd like to write an article, see [HELP_PAGE].",17,21,Mags6767,Rambley
5,4,c5_p4,B,low,0,6916,1.1839,0.6322,"Hi , I want to add my data do wikipedia. What should I do?","Hezzal Smith Hello, and welcome to Wikipedia. I’m not sure what you mean by add your data. Can you clarify what you would like?",13,22,Hezzal Smith,Cyberdog958
7,0,c7_p0,A,high,1,14840,0.5117,0.6011,"How can I add new information, publish new content?","@: The article about the subject already exists at [WIKILINK]. If you want to add more information about it, [POLICY] and add it yourself, but make sure to back up your addition with a [POLICY] (see [HELP_PAGE] for help on referencing). -- (, , )",9,44,Jxstin670,Leonidlednev
7,0,c7_p0,B,low,0,5268,0.5117,0.6011,How can I add my story or someone else's story,@ [POLICY] may be of help to you. See also [POLICY].,10,11,Calleb Charles,Gråbergs Gråa Sång
7,1,c7_p1,A,high,1,20887,5.8284,0.3366,How to add battle,"Hi @, I don't quite understand your question, can you elaborate? Best regards! [WIKILINK]",4,14,Huseynqalkovskiyie,Sunny Cryolite
7,1,c7_p1,B,low,0,29155,5.8284,0.3366,How do I upload information?,"Munyaradzi Savanhu What do you mean by ""upload information""?",5,7,Munyaradzi Savanhu,Grumpylawnchair
7,2,c7_p2,A,high,1,31741,7.3831,0.6613,hi i am a new editor i want to know to how to add,See [HELP_PAGE]. ([TALK_PAGE]),14,3,Chinmay dokania,Tenshi Hinanawi
7,2,c7_p2,B,low,0,7637,7.3831,0.6613,"hello
how i can add my content","Not by overwriting your mentor's talk page, that's for sure. See [HELP_PAGE].",7,12,Sahajdip kaur,Usernamekiran
7,3,c7_p3,A,high,1,27116,7.5578,0.5539,How do you add the following information?,@ Sorry I do not understand your question. Please be more clear.,7,12,EdricLhow22,Maliner
7,3,c7_p3,B,low,0,4858,7.5578,0.5539,Is it possible to add new content??,@ of course! Looks like you've done that right [LINK]!,7,10,Zpr159,Alyo
7,4,c7_p4,A,high,1,11907,9.0547,0.6605,"Hi, what should I add?","Hello, @, welcome to Wikipedia. Do you have anything in mind to fix in the [WIKILINK] article?",5,17,W3rn3rMilk,Idoghor Melody
7,4,c7_p4,B,low,0,453,9.0547,0.6605,How do I add a new entry?,"Hello HydroMaker2. Not clear exactly what you're asking so i'll answer what i assume: How to start an article? Your best bet is to look at [POLICY], which has all sorts of guidance for new editors such as yourself. If this is not answering the question you meant, please feel free to ask me more, i'm happy to help if it can ~",7,61,HydroMaker2,LindsayH
8,0,c8_p0,A,high,1,38324,3.9284,0.7989,blud how do i make an article,"Caro pro corvo, I'm going to refer you to [HELP_PAGE]. There, you should find a how-to guide for writing an article; the first step is to determine whether your article subject is appropriate for Wikipedia.",7,32,Caro pro corvo,Iseult
8,0,c8_p0,B,low,0,37023,3.9284,0.7989,How to make an article?,"Hello, and welcome to Wikipedia! Creating a new page is a very difficult process, since it involves a lot of research, writing, and understanding of encyclopedic content guidelines. If you're interested in a topic, I'd recommend you first edit some existing pages to get a feel for how Wikipedia works.
However, if you really do want to create a new article, then there's some great advice at the page [HELP_PAGE]. In a nutshell, make sure that the topic has coverage from [POLICY] reliable sources, that you're writing in a neutral way, and that you're citing all your sources. I've a left a message on your talk page with a link to some useful resources. If you have any follow-up questions, I'm happy to answer them.",5,125,BaraaGamerYT964,Crestfalling
8,1,c8_p1,A,high,1,24390,4.3344,0.7688,how to make an article,"Hi , you can learn how to create a new article here: [HELP_PAGE].",5,12,JustiJust6017,1AmNobody24
8,1,c8_p1,B,low,0,32507,4.3344,0.7688,"LOOK AT THIS!!!
Hi, mentor. How do I make an article?","If you want to start an article, see [HELP_PAGE] and start an article via [POLICY] when you're ready.",11,18,MikiPedia33,Rusty Cat
8,2,c8_p2,A,high,1,30880,4.4647,0.8692,How do i make a article,"Hi, please see [HELP_PAGE] and let me know if you have any questions. You can not directly make an article yet, you will have to create a draft and submit it. Cheers,",6,32,Lucia1234avc,GoldRomean
8,2,c8_p2,B,low,0,2829,4.4647,0.8692,Hi how can I make my own articles?,"Hi @ - I've left a set links which provide a full introduction to Wikipedia on your [TALK_PAGE] - have a look through those and feel free to come back to me with any questions. Regards,",8,36,Onibungipussi,Goldsztajn
8,3,c8_p3,A,high,1,25882,4.8776,0.9146,How do I try to make an article,"Hi @, welcome to wikipedia! Have you read [POLICY]?",8,9,Redstar0005,Asilvering
8,3,c8_p3,B,low,0,27509,4.8776,0.9146,How do I make an article,"@: Hi! To make an article, please follow the step-by-step instructions in the [POLICY]. This creates a draft. Once you have completed it, you can submit it for review, where an experienced editor will check to see if it meets our [POLICY]. This involves checking if the subject of your article has been the subject of [POLICY], [POLICY] by [POLICY]. If it meets this guideline, it will be accepted, if not, it will be declined and you will be able to make improvements. Please see [POLICY] for more helpful information.
Happy editing, and thanks for your interest in contributing! Ping me!",6,101,Cman cat con,ARandomName123
8,4,c8_p4,A,high,1,17168,4.9889,0.7513,How do I make an article?,"hi @ and welcome to Wikipedia! there's a bit of reading material needed before you can start an article:
[POLICY], which discusses what sources you can use to back up claims and things you write in the article (since said claims are required in all but the [POLICY] claims you make),
[POLICY], which discusses if the subject you're writing can have an article,
and [POLICY], which actually gets you in the process of writing your own article.
it's not an easy process, so it's alright if you want to tackle some [POLICY] first and return to this in the future, but if you want to work on one now, here's what you need to start writing a draft for your article. happy editing!",6,123,Don't be sad be happy,Pahunkat
8,4,c8_p4,B,low,0,3325,4.9889,0.7513,hoiiw do i make a draft to a article,"@: see [POLICY] for advice, or you can go straight to the [POLICY].",9,13,Whhhqwe,DoubleGrazing
9,0,c9_p0,A,high,1,2229,0.5117,0.9319,How do I create a new article?,@ this is the link to read - [POLICY],7,9,Peaseal23,Mujinga
9,0,c9_p0,B,low,0,24536,0.5117,0.9319,"Hi,
I want to make a new article. How do I create one?","Hi , [HELP_PAGE] should help you with that.",13,7,ErlendSten,1AmNobody24
9,1,c9_p1,A,high,1,25739,1.0235,0.9626,Hello. How do l create a new article?,"Hi @, welcome to Wikipedia! Creating a new article is as easy as going to [POLICY] and typing the title of your new article. But it's also a really quite difficult for someone to do when they're new to wikipedia, so I recommend you don't do that yet. Have a look at [POLICY], the links I just dropped on your talk page, or explore the options in your newcomer homepage first to get a feel for the place, and you'll find creating an article a much easier step.",8,88,SAlrich Williams,Asilvering
9,1,c9_p1,B,low,0,30666,1.0235,0.9626,"Hello,
How can i create a new article?","Hello, @. Please read the [POLICY] and [HELP_PAGE] before creating new article. Thank you. • [WIKILINK]",8,16,Iliya N. Andrew,KuyaMoHirowo
9,2,c9_p2,A,high,1,14877,2.3953,0.7841,How to create new article,"@: To start writing an article, please see [HELP_PAGE]. It is recommended that you start writing in your userspace or draftspace. (, , )",5,23,Ms!a!am!aszqwswzw,Leonidlednev
9,2,c9_p2,B,low,0,19254,2.3953,0.7841,"Hello, How do I create an article? I don't see and option in the site map/menu.","You cannot create an article, because you are not [POLICY].",16,10,Vividtman,Dege31
9,3,c9_p3,A,high,1,9691,2.9333,0.919,Hello how do I crate an article???,"create*
Hi , have a look at [HELP_PAGE]. In short, you should make sure the subject of your article doesn't already have one, that it's covered by reliable secondary sources, and that you aren't connected to it. Article writing is hard, so you might find it helpful to try an to get used to editing first. [WIKILINK]",7,56,Blahblehblah69,WindTempos
9,3,c9_p3,B,low,0,30497,2.9333,0.919,"Hi, how can I create a new article.",I would read [HELP_PAGE]. What do you want to write an article on?,8,13,Pulp and Paper Science,Reconrabbit
9,4,c9_p4,A,high,1,29690,3.7143,0.7559,Can I create an article without starting with a draft?,"@, yes in some cases, but for you, no. To be able to create articles in the mainspace (without starting as a draft), you must be [WIKILINK], or in other words have had an account for at least four days and made at least ten edits (which you have made). Cheers! '",10,52,Viviennemarina,JayCubby
9,4,c9_p4,B,low,0,6784,3.7143,0.7559,"Hi! I want to create new articles, how can I do that?","Lovedesserts Hi and welcome to Wikipedia. Writing an article is the hardest task to do on Wikipedia, and it is strongly recommended to gain experience editing articles that have already been created. But, if want to begin writing a draft of an article, you can follow the instructions [POLICY] and begin your article by using the [POLICY].",12,56,Lovedesserts,Cyberdog958
